"id","screen_name","date","retweet_count","favorite_count","text","url","user_name","user_screen_name","user_description","user_profile_image_url","user_followers_count","user_friends_count","user_favourites_count","user_statuses_count","retweeted_status","sensitive","ContentModeration","sentiments","Emotion"
"1172008153233408000","FelicityK15","9/12/2019 4:44:53 AM","0","0","Another #AdultWork.com member just saw me naked - https://t.co/cUBZ7C6bd3 https://t.co/n1xnEKO6b0","https://twitter.com/FelicityK15/status/1172008153233408000","Felicity K","FelicityK15","Felicity’s Wishlist 💖💋Link: https://t.co/YfTLPvPHgv","http://pbs.twimg.com/profile_images/1171991845418754048/rJZ86lnO_normal.jpg","312","1255","180","291",,"True","Need Review","0.801571607589722","No face detected"
"1172008493588582400","realmoe0","9/12/2019 4:46:14 AM","0","0","@mahammm_ R u a aws certifird now","https://twitter.com/realmoe0/status/1172008493588582400","m0e","realmoe0","univ of md college park 2009. Snapchat- m0e04","http://pbs.twimg.com/profile_images/1170376306615341057/LwkYrr3c_normal.jpg","690","1596","5524","53",,,"No Review Required","0.726206600666046","No face detected"
"1172009009672593408","scripting","9/12/2019 4:48:17 AM","0","1","my aws servers wont stop crashing and i officially am going to kill myself","https://twitter.com/scripting/status/1172009009672593408","Script 🍏","scripting","Owner Of @SGCoooks | Staff @wrathbots | Scripting#0001","http://pbs.twimg.com/profile_images/1159380636148346885/cH7kchV2_normal.jpg","2643","167","2600","1204",,,"Need Review","0.0164963603019714","No face detected"
"1172009286173712384","CamStars_XXX","9/12/2019 4:49:23 AM","0","0","I'll show you mine, you show me yours!  Cam-2-Cam now at #AdultWork.com!  https://t.co/QOUNr8T6km https://t.co/A0unK8hQZR","https://twitter.com/CamStars_XXX/status/1172009286173712384","CamStarsXXX","CamStars_XXX","","http://pbs.twimg.com/profile_images/1090013853314936839/vI7FGgN0_normal.jpg","85","2","0","1619",,"False","Need Review","0.5","No face detected"
"1172009280460820480","Sampoorna_Jobs","9/12/2019 4:49:21 AM","0","0","Excellent Career Opportunity Engineering Manager (Head of DevOps) (Job Code : J41555) Exp: 15-20 Yrs Location: Bang… https://t.co/D6w7SDGiGm","https://twitter.com/Sampoorna_Jobs/status/1172009280460820480","Sampoorna","Sampoorna_Jobs","We are the first IT & Telecom specialist recruitment consultant certified for ISO 9001:2008 by Bureau Veritas India. Sampoorna is a founder member of ERA","http://pbs.twimg.com/profile_images/1375979416/SCP-ISO9001-2008_normal.jpg","282","174","0","19570",,,,"0.777204275131226","No face detected"
"1172009654710226944","Sampoorna_Jobs","9/12/2019 4:50:51 AM","0","0","Excellent Career Opportunity Engineering Manager-BigData/AWS/Python (Job Code : J41007) Exp: 10-14 Yrs Location: Ba… https://t.co/wr5FOcOJJG","https://twitter.com/Sampoorna_Jobs/status/1172009654710226944","Sampoorna","Sampoorna_Jobs","We are the first IT & Telecom specialist recruitment consultant certified for ISO 9001:2008 by Bureau Veritas India. Sampoorna is a founder member of ERA","http://pbs.twimg.com/profile_images/1375979416/SCP-ISO9001-2008_normal.jpg","282","174","0","19572",,,"No Review Required","0.821110248565674","No face detected"
"1172009477408608257","Sampoorna_Jobs","9/12/2019 4:50:08 AM","0","0","Excellent Career Opportunity Tech Lead-Java/Python (Job Code : J41566) Exp: 7-12 Yrs Location: Bangalore Key Skills… https://t.co/R5Zkw0Zug5","https://twitter.com/Sampoorna_Jobs/status/1172009477408608257","Sampoorna","Sampoorna_Jobs","We are the first IT & Telecom specialist recruitment consultant certified for ISO 9001:2008 by Bureau Veritas India. Sampoorna is a founder member of ERA","http://pbs.twimg.com/profile_images/1375979416/SCP-ISO9001-2008_normal.jpg","282","174","0","19572",,"False","No Review Required","0.79362678527832","No face detected"
"1172010350981480448","jitendr04160114","9/12/2019 4:53:37 AM","0","0","https://t.co/G5FvfLbnWZ
Sky Infotech is one of the top institutes in reckoning for best AWS training institute in N… https://t.co/V7F3PG5JOT","https://twitter.com/jitendr04160114/status/1172010350981480448","jitendra kumar","jitendr04160114","","http://pbs.twimg.com/profile_images/1086236445226950657/yUDKfwq3_normal.jpg","321","1627","98","2168",,"False","No Review Required","0.903906106948853","No face detected"
"1172010314168246272","BaxterBrielle","9/12/2019 4:53:28 AM","0","0","Want to see what I'm not wearing? I'm on cam and ready for you now at #AdultWork.com https://t.co/s01aNEcuhO (No re… https://t.co/0pnG9ziJZU","https://twitter.com/BaxterBrielle/status/1172010314168246272","Brielle Baxter","BaxterBrielle","#classy #elegant #MILF #mistress #dome #findome #feet #camgirl #camshow","http://pbs.twimg.com/profile_images/1166671145170612224/XoIZiEFN_normal.jpg","168","344","54","3291",,"True","Need Review","0.819767892360687","Anger:0;Happiness:1;Sadness:0;Contempt:0;Disgust:0;Surprise:0;Fear:0;Neutral:0"
"1172010038765842433","mercurysol","9/12/2019 4:52:22 AM","0","0","It's not whether you get knocked down, it's whether you get up. Unleash Your #Power. Go for the latest #tech traini… https://t.co/xqnc38zIC7","https://twitter.com/mercurysol/status/1172010038765842433","Mercury Solutions Limited","mercurysol","We're one of the world’s most preferred #ITtraining destination.We offer end-to-end learning solution for the professionals to make their career more fulfilling","http://pbs.twimg.com/profile_images/1071990907564670977/BErI3ZD3_normal.jpg","1380","1004","278","1952",,"False","No Review Required","0.147091686725616","No face detected"
"1172010795191930880","FndSoftwareSvcs","9/12/2019 4:55:23 AM","0","0","Upcoming Webinar: Unlock Insights and Reduce Costs by Modernizing Your Data Warehouse on AWS https://t.co/tvu39WgBot","https://twitter.com/FndSoftwareSvcs/status/1172010795191930880","FindSoftwareServices","FndSoftwareSvcs","","http://pbs.twimg.com/profile_images/1168998429919522818/RwIFV9pQ_normal.jpg","0","0","0","68",,"False","No Review Required",,"No face detected"
"1172011153544712192","knjname","9/12/2019 4:56:48 AM","0","0","@awscloud The URL is https://t.co/DvXgEqQhRT:","https://twitter.com/knjname/status/1172011153544712192","(call me #'knjname)","knjname","好き: [Docker, Jenkins, Gradle, TypeScript, Kotlin, Clojure(Script)?], ふつう: [Java, VBA, RoR, Ruby, Ansible, Terraform], ノーコメント: [PowerShell, Perl]","http://pbs.twimg.com/profile_images/3169215849/581e36d9f61e3976d9cdcb279bf055f2_normal.png","397","464","2429","67370",,"False","No Review Required","0.5","No face detected"
"1172011042521542657","knjname","9/12/2019 4:56:22 AM","0","0","@awscloud AWS CloudFront console seems dead. The console screen itself returns either empty page, 50x page, or comp… https://t.co/Z8moGlIG9I","https://twitter.com/knjname/status/1172011042521542657","(call me #'knjname)","knjname","好き: [Docker, Jenkins, Gradle, TypeScript, Kotlin, Clojure(Script)?], ふつう: [Java, VBA, RoR, Ruby, Ansible, Terraform], ノーコメント: [PowerShell, Perl]","http://pbs.twimg.com/profile_images/3169215849/581e36d9f61e3976d9cdcb279bf055f2_normal.png","397","464","2429","67370",,,"No Review Required","0.0725270211696625","No face detected"
