"id","screen_name","date","retweet_count","favorite_count","text","url","user_name","user_screen_name","user_description","user_profile_image_url","user_followers_count","user_friends_count","user_favourites_count","user_statuses_count","retweeted_status","sensitive",ContentModeration,sentiments,Emotion
"1171936633001787392","infosec_jobsCOM","9/12/2019 12:00:41 AM","2","1","Capital One needs a Director, Information Security Consultant: https://t.co/ZXSWFoSEqj #InfoSec #infosecjobs… https://t.co/lc1M6GqsqV","https://twitter.com/infosec_jobsCOM/status/1171936633001787392","infosec-jobs.com","infosec_jobsCOM","Your prime source of jobs and talents in the cyber security space 🍕☕☕💻😸","http://pbs.twimg.com/profile_images/1089185605911752705/e8j99QcU_normal.jpg","165","9","147","243",,"False",No Review Required,0.5,No face detected
"1171936729831550979","TheVeryHighKing","9/12/2019 12:01:04 AM","1","1","Hourly average speed test results
-DL(Mb/s): 45.22 (max:49.10/min:0.71)
-UL(Mb/s): 13.58 (max:17.90/min:0.00)
-Ping… https://t.co/Ptlvv9rx2v","https://twitter.com/TheVeryHighKing/status/1171936729831550979","TheVeryHighKing","TheVeryHighKing","","http://pbs.twimg.com/profile_images/1140173184140009472/sli04Y9x_normal.png","9","1","10","5731",,,No Review Required,0.5,No face detected
"1171936618376245249","Skillcrush","9/12/2019 12:00:38 AM","1","1","Learning Python? Here's one of the job titles you can expect to have! https://t.co/m8ppgSrekh","https://twitter.com/Skillcrush/status/1171936618376245249","Skillcrush","Skillcrush","Skillcrush is an online platform and community for learning coding and design skills to change your career💻 https://t.co/eLbfugjEQO","http://pbs.twimg.com/profile_images/968488177689419776/Ym_irYOi_normal.jpg","19306","5046","18488","21220",,"False",No Review Required,0.5,No face detected
"1171936589603323904","Deep_In_Depth","9/12/2019 12:00:31 AM","1","1","Neural Network Notions and Tools https://t.co/Tpsc0iIqHo #DeepLearning #MachineLearning #ArtificialIntelligence… https://t.co/lHO9KyWNhh","https://twitter.com/Deep_In_Depth/status/1171936589603323904","Deep_In_Depth","Deep_In_Depth","Deep Learning, Machine Learning, Data Science & AI news 
#DeepLearning #MachineLearning #NeuralNetworks #DataScience #DataMining #AI","http://pbs.twimg.com/profile_images/861866967493431296/PIjaSD4g_normal.jpg","4974","4611","1245","16338",,"False",No Review Required,0.5,No face detected
"1171936576416440320","BeardySmeardy","9/12/2019 12:00:28 AM","1","1","#Spectrum My #InternetSpeed :
Ping: 34.074 ms
Download: 188.12 Mbit/s
Upload: 6.47 Mbit/s
#automagic #python #corporateaccountability","https://twitter.com/BeardySmeardy/status/1171936576416440320","Mark Carpenter Jr","BeardySmeardy","🏴‍☠️","http://pbs.twimg.com/profile_images/755606041728016384/_JlbwVxo_normal.jpg","103","479","464","27607",,,No Review Required,0.5,Neutral: 100%
"1171936512155373568","petranoid","9/12/2019 12:00:12 AM","1","1","LOL! Brexit as discussed by Monty Python https://t.co/WUP0mYOdmW via @YouTube","https://twitter.com/petranoid/status/1171936512155373568","Petra, no I.D.","petranoid","Observer","http://pbs.twimg.com/profile_images/272635834/6a00d8341c638553ef00e553df62358834-800wi_normal.jpg","220","1833","7605","3793",,"False",No Review Required,0.944076299667358,Neutral: 99%
"1171936934815522817","gp_pulipaka","9/12/2019 12:01:53 AM","3","1","Recommendations from Professionals. #BigData #Analytics #DataScience #AI #MachineLearning #NLProc #IoT #IIoT… https://t.co/mtyrvdSJhz","https://twitter.com/gp_pulipaka/status/1171936934815522817","Dr. GP Pulipaka","gp_pulipaka","Chief Data Scientist @AccentureTech | Global Premier Speaker | PostDoc CS, PhD | Top Data Science Influencer | #SAP | Bestselling Author | Views are my own","http://pbs.twimg.com/profile_images/998301258413850625/9BZwTjgv_normal.jpg","66254","29761","9","48637",,"False",No Review Required,0.5,Neutral: 96%
"1171936950145683457","remotepeople","9/12/2019 12:01:57 AM","1","1","If you plan to work as a Senior Data Engineer - Big Data / Data Pipelines - REMOTE, NAVIS is hiring.  #python… https://t.co/KddHWjjCNi","https://twitter.com/remotepeople/status/1171936950145683457","Remote Jobs","remotepeople","The Remote Jobs Board | 🌍👩‍💻 Get a Remote Job | Jobs 👉 https://t.co/NJ6IgwLzZW  | Post 👉 https://t.co/Ept2RwpEke","http://pbs.twimg.com/profile_images/1070142221729419264/FCzbPFzM_normal.jpg","252","0","0","2110",,"False",No Review Required,0.5,No face detected
"1171937058350338049","Ron_ofthemill","9/12/2019 12:02:22 AM","0","0","@TAKleven @kersting @EricIdle @montypython @JohnCleese @PythonJones @TerryGilliam @carlosmanwelly Those who fail to… https://t.co/hPvhaQyTY7","https://twitter.com/Ron_ofthemill/status/1171937058350338049","Ronald","Ron_ofthemill","Vote Blue no matter who.","http://pbs.twimg.com/profile_images/1168711801577623552/YyicYPu2_normal.jpg","68","147","4713","1416",,,No Review Required,0.0721326172351837,Neutral: 96%
"1171937017795502080","Robert95907116","9/12/2019 12:02:13 AM","0","0","@LeeDavidPeck @TheBookPix @SoulessSamurai @buddha2xx @BobbyPlatz @mynananana @TomFitton @JudicialWatch @500mph Big… https://t.co/dNjCPImpFS","https://twitter.com/Robert95907116/status/1171937017795502080","Robert","Robert95907116","","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","5","40","354","598",,,No Review Required,0.748388707637787,No face detected
"1171937468062556161","anais_baca","9/12/2019 12:04:00 AM","1","1","*me asking for help in python*
briana: I know python I’m an animal science major","https://twitter.com/anais_baca/status/1171937468062556161","anais","anais_baca","chasing this american dream | tamu ‘21","http://pbs.twimg.com/profile_images/1164388313186361347/JUn_Pmoz_normal.jpg","184","286","3405","868",,,No Review Required,0.747164607048035,Happiness: 100%
"1171937426060840960","m_santea","9/12/2019 12:03:50 AM","1","1","Everyday we are closer to an cyberpunk dystopia and that is very sad, but being a fan of the genre, it's fascinatin… https://t.co/4IpLjabjAp","https://twitter.com/m_santea/status/1171937426060840960","Mauricio Santelices","m_santea","*Generic bio here* - *Biografía genérica aquí*","http://pbs.twimg.com/profile_images/980549812532797440/uLZtmghx_normal.jpg","160","397","944","517",,,No Review Required,0.173626095056534,Neutral: 97%
"1171937740994359297","Danielrobledome","9/12/2019 12:05:05 AM","1","1","I just completed the course ""Importing Data in Python (Part 2)""!  @DataScienceFem
 #DataChallenge90Fem https://t.co/eRVstPuW1b vía @DataCamp","https://twitter.com/Danielrobledome/status/1171937740994359297","daniel robledo mesa","Danielrobledome","","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","8","14","2","5",,"False",No Review Required,,No face detected
"1171937731611545601","arch_update_bot","9/12/2019 12:05:03 AM","1","1","python-dbusmock 0.18.3-1 (any/Extra)
""Mock D-Bus objects for tests""
&lt;2019-09-12&gt;","https://twitter.com/arch_update_bot/status/1171937731611545601","ArchLinuxUpdateInfo","arch_update_bot","This is an unofficial bot to post Arch Linux package updates except for Testing repo. Arch Linuxの更新を通知する非公式botです。Testing以外の更新パッケージ情報を投稿します。[contact:@gin_135]","http://pbs.twimg.com/profile_images/664990523023732736/-YiBT13s_normal.png","184","1","0","190027",,,No Review Required,0.5,No face detected
